Location_ID,Name,Class,Type,CD,Region,Slug,Latitude,Longitude,CoordSrc,Population_2021,PopSrc,SEO_Score,Defer_Reason
"MB-UNP-weesakachak","Weesakachak",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,weesakachak,53.74389,-93.79222,CGN,,"",22.4,"no grounded population"
"MB-UNP-cormorant","Cormorant",COMMUNITY,"Northern Community",21,Northern Manitoba,cormorant,54.22389,-100.60028,CGN,,"",22.3,"no grounded population"
"MB-UNP-dering","Dering",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,dering,54.25417,-100.53333,CGN,,"",22.3,"no grounded population"
"MB-UNP-rocky-lake-north","Rocky Lake North",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,rocky-lake-north,54.17889,-101.41778,CGN,,"",22.2,"no grounded population"
"MB-4621060","Moose Lake 31G",CSD,"Indian Reserve",21,Northern Manitoba,moose-lake-31g,53.70273,-100.32746,GeoNames,0,"StatCan 98-10-0002",22.1,"no grounded population"
"MB-UNP-rawebb","Rawebb",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,rawebb,54.30722,-100.32000,CGN,,"",22.1,"no grounded population"
"MB-4623065","Brochet 197",CSD,"Northern Community",23,Northern Manitoba,brochet-197,57.87972,-101.67111,CGN,,"StatCan 98-10-0002",22,"no grounded population"
"MB-4623039","Granville Lake",CSD,"Northern Community",23,Northern Manitoba,granville-lake,56.23111,-100.56861,CGN,,"StatCan 98-10-0002",22,"no grounded population"
"MB-UNP-amery","Amery",COMMUNITY,"Community",23,Northern Manitoba,amery,56.56500,-94.06250,CGN,,"",22,"no grounded population"
"MB-UNP-arnot","Arnot",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,arnot,55.76722,-96.68472,CGN,,"",22,"no grounded population"
"MB-UNP-askikkapit","Askikkapit",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,askikkapit,54.61972,-95.93556,CGN,,"",22,"no grounded population"
"MB-UNP-athapap","Athapap",COMMUNITY,"Community",21,Northern Manitoba,athapap,54.57389,-101.68278,CGN,,"",22,"no grounded population"
"MB-UNP-atik","Atik",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,atik,54.29417,-101.39417,CGN,,"",22,"no grounded population"
"MB-UNP-back","Back",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,back,57.69222,-94.23083,CGN,,"",22,"no grounded population"
"MB-UNP-bakers-narrows","Bakers Narrows",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,bakers-narrows,54.67722,-101.66028,CGN,,"",22,"no grounded population"
"MB-UNP-baldy","Baldy",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,baldy,54.72694,-100.48500,CGN,,"",22,"no grounded population"
"MB-UNP-belcher","Belcher",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,belcher,57.93528,-94.17167,CGN,,"",22,"no grounded population"
"MB-UNP-big-island-lake","Big Island Lake",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,big-island-lake,54.70583,-101.76278,CGN,,"",22,"no grounded population"
"MB-UNP-bird","Bird",COMMUNITY,"Community",23,Northern Manitoba,bird,56.50361,-94.21056,CGN,,"",22,"no grounded population"
"MB-UNP-boyd","Boyd",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,boyd,55.87778,-96.47250,CGN,,"",22,"no grounded population"
"MB-UNP-bridgar","Bridgar",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,bridgar,55.63694,-97.06167,CGN,,"",22,"no grounded population"
"MB-UNP-brochet","Brochet",COMMUNITY,"Northern Community",23,Northern Manitoba,brochet,57.87972,-101.67111,CGN,,"",22,"no grounded population"
"MB-UNP-button","Button",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,button,54.67889,-98.99472,CGN,,"",22,"no grounded population"
"MB-UNP-bylot","Bylot",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,bylot,58.42417,-94.13444,CGN,,"",22,"no grounded population"
"MB-UNP-channing","Channing",COMMUNITY,"Community",21,Northern Manitoba,channing,54.75361,-101.83250,CGN,,"",22,"no grounded population"
"MB-UNP-charlebois","Charlebois",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,charlebois,56.69111,-94.07139,CGN,,"",22,"no grounded population"
"MB-UNP-charles","Charles",COMMUNITY,"Community",23,Northern Manitoba,charles,55.53833,-101.01278,CGN,,"",22,"no grounded population"
"MB-UNP-chesnaye","Chesnaye",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,chesnaye,58.19833,-94.14417,CGN,,"",22,"no grounded population"
"MB-UNP-chisel-lake","Chisel Lake",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,chisel-lake,54.83889,-100.11528,CGN,,"",22,"no grounded population"
"MB-UNP-claw-lake","Claw Lake",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,claw-lake,54.74056,-100.71250,CGN,,"",22,"no grounded population"
"MB-UNP-cold-lake","Cold Lake",COMMUNITY,"Community",21,Northern Manitoba,cold-lake,55.12694,-101.11139,CGN,,"",22,"no grounded population"
"MB-UNP-conlin-lake-camp","Conlin Lake Camp",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,conlin-lake-camp,54.82139,-98.61250,CGN,,"",22,"no grounded population"
"MB-UNP-cotes-landing","Cotes Landing",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,cotes-landing,54.64806,-99.79194,CGN,,"",22,"no grounded population"
"MB-UNP-cromarty","Cromarty",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,cromarty,58.06139,-94.14778,CGN,,"",22,"no grounded population"
"MB-UNP-cross-lake","Cross Lake",COMMUNITY,"Northern Community",22,Northern Manitoba,cross-lake,54.62583,-97.77889,CGN,,"",22,"no grounded population"
"MB-UNP-dickstone","Dickstone",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,dickstone,54.73944,-100.60222,CGN,,"",22,"no grounded population"
"MB-UNP-digges","Digges",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,digges,58.54000,-94.12972,CGN,,"",22,"no grounded population"
"MB-UNP-drybrough","Drybrough",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,drybrough,56.52139,-101.20111,CGN,,"",22,"no grounded population"
"MB-UNP-duck-lake-post","Duck Lake Post",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,duck-lake-post,59.41250,-97.73278,CGN,,"",22,"no grounded population"
"MB-UNP-dunlop","Dunlop",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,dunlop,54.74417,-98.86194,CGN,,"",22,"no grounded population"
"MB-UNP-dyce","Dyce",COMMUNITY,"Community",21,Northern Manitoba,dyce,54.36750,-100.15667,CGN,,"",22,"no grounded population"
"MB-UNP-earchman","Earchman",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,earchman,55.15667,-98.10861,CGN,,"",22,"no grounded population"
"MB-UNP-eden-lake","Eden Lake",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,eden-lake,56.74611,-100.21972,CGN,,"",22,"no grounded population"
"MB-UNP-fay-lake","Fay Lake",COMMUNITY,"Community",21,Northern Manitoba,fay-lake,55.00194,-101.09472,CGN,,"",22,"no grounded population"
"MB-UNP-fort-churchill","Fort Churchill",COMMUNITY,"Community",23,Northern Manitoba,fort-churchill,58.75528,-94.07889,CGN,,"",22,"no grounded population"
"MB-UNP-fort-hall","Fort Hall",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,fort-hall,59.39528,-101.31944,CGN,,"",22,"no grounded population"
"MB-UNP-fox-mine","Fox Mine",COMMUNITY,"Community",23,Northern Manitoba,fox-mine,56.63000,-101.64972,CGN,,"",22,"no grounded population"
"MB-UNP-gods-lake","Gods Lake",COMMUNITY,"Community",22,Northern Manitoba,gods-lake,54.67056,-94.15389,CGN,,"",22,"no grounded population"
"MB-UNP-gods-lake-narrows","Gods Lake Narrows",COMMUNITY,"Northern Community",22,Northern Manitoba,gods-lake-narrows,54.55472,-94.47639,CGN,,"",22,"no grounded population"
"MB-UNP-goose-creek","Goose Creek",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,goose-creek,58.67472,-94.14472,CGN,,"",22,"no grounded population"
"MB-UNP-heaman","Heaman",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,heaman,55.91167,-101.28861,CGN,,"",22,"no grounded population"
"MB-UNP-heming-lake","Heming Lake",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,heming-lake,54.87611,-101.13917,CGN,,"",22,"no grounded population"
"MB-UNP-herb-lake","Herb Lake",COMMUNITY,"Community",21,Northern Manitoba,herb-lake,54.77861,-99.77833,CGN,,"",22,"no grounded population"
"MB-UNP-herb-lake-landing","Herb Lake Landing",COMMUNITY,"Northern Community",21,Northern Manitoba,herb-lake-landing,54.65694,-99.78889,CGN,,"",22,"no grounded population"
"MB-UNP-herchmer","Herchmer",COMMUNITY,"Community",23,Northern Manitoba,herchmer,57.37028,-94.16944,CGN,,"",22,"no grounded population"
"MB-UNP-herriot","Herriot",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,herriot,56.36472,-101.26000,CGN,,"",22,"no grounded population"
"MB-UNP-highrock","Highrock",COMMUNITY,"Community",23,Northern Manitoba,highrock,55.81778,-100.39639,CGN,,"",22,"no grounded population"
"MB-UNP-hockin","Hockin",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,hockin,55.27639,-97.83056,CGN,,"",22,"no grounded population"
"MB-UNP-hone","Hone",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,hone,56.21639,-101.31111,CGN,,"",22,"no grounded population"
"MB-UNP-hughes-lake","Hughes Lake",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,hughes-lake,56.80278,-100.56056,CGN,,"",22,"no grounded population"
"MB-UNP-jacam","Jacam",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,jacam,56.44694,-94.38083,CGN,,"",22,"no grounded population"
"MB-UNP-jenpeg","Jenpeg",COMMUNITY,"Community",22,Northern Manitoba,jenpeg,54.52583,-98.03639,CGN,,"",22,"no grounded population"
"MB-UNP-jetait","Jetait",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,jetait,56.05639,-101.30472,CGN,,"",22,"no grounded population"
"MB-UNP-kakapawanis","Kakapawanis",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,kakapawanis,57.11528,-99.50694,CGN,,"",22,"no grounded population"
"MB-UNP-kapeeseewinik","Kapeeseewinik",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,kapeeseewinik,54.55194,-95.96917,CGN,,"",22,"no grounded population"
"MB-UNP-kapuskaypachik","Kapuskaypachik",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,kapuskaypachik,58.15417,-101.32167,CGN,,"",22,"no grounded population"
"MB-UNP-kellett","Kellett",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,kellett,57.44750,-94.19778,CGN,,"",22,"no grounded population"
"MB-UNP-kettle-rapids","Kettle Rapids",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,kettle-rapids,56.40972,-94.53028,CGN,,"",22,"no grounded population"
"MB-UNP-kischiayamweekemow","Kischiayamweekemow",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,kischiayamweekemow,58.16583,-93.96722,CGN,,"",22,"no grounded population"
"MB-UNP-kitchisakik","Kitchisakik",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,kitchisakik,54.66500,-93.32833,CGN,,"",22,"no grounded population"
"MB-UNP-kosapachekaywinasinne","Kosapachekaywinasinne",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,kosapachekaywinasinne,56.33000,-100.82222,CGN,,"",22,"no grounded population"
"MB-UNP-kosapechekanesik","Kosapechekanesik",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,kosapechekanesik,56.40056,-101.73444,CGN,,"",22,"no grounded population"
"MB-UNP-la-perouse","La Pérouse",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,la-perouse,55.22639,-97.96639,CGN,,"",22,"no grounded population"
"MB-UNP-lac-brochet","Lac Brochet",COMMUNITY,"Community",23,Northern Manitoba,lac-brochet,58.62000,-101.48389,CGN,,"",22,"no grounded population"
"MB-UNP-lamprey","Lamprey",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,lamprey,58.31722,-94.15583,CGN,,"",22,"no grounded population"
"MB-UNP-laurie-river","Laurie River",COMMUNITY,"Community",23,Northern Manitoba,laurie-river,56.22556,-101.00694,CGN,,"",22,"no grounded population"
"MB-UNP-lawledge","Lawledge",COMMUNITY,"Community",23,Northern Manitoba,lawledge,56.94528,-94.11694,CGN,,"",22,"no grounded population"
"MB-UNP-le-pensie","Le Pensie",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,le-pensie,58.45667,-101.16250,CGN,,"",22,"no grounded population"
"MB-UNP-leven","Leven",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,leven,55.38083,-97.54222,CGN,,"",22,"no grounded population"
"MB-UNP-limestone","Limestone",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,limestone,56.52444,-94.12917,CGN,,"",22,"no grounded population"
"MB-UNP-long-spruce","Long Spruce",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,long-spruce,56.38861,-94.36944,CGN,,"",22,"no grounded population"
"MB-UNP-luke","Luke",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,luke,56.29583,-94.85472,CGN,,"",22,"no grounded population"
"MB-UNP-lyddal","Lyddal",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,lyddal,55.02944,-98.41472,CGN,,"",22,"no grounded population"
"MB-UNP-m-clintock","M'Clintock",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,m-clintock,57.80167,-94.21361,CGN,,"",22,"no grounded population"
"MB-UNP-manibridge","Manibridge",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,manibridge,54.73361,-98.87333,CGN,,"",22,"no grounded population"
"MB-UNP-matago","Matago",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,matago,55.57389,-97.18806,CGN,,"",22,"no grounded population"
"MB-UNP-matawak","Matawak",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,matawak,54.58306,-93.40056,CGN,,"",22,"no grounded population"
"MB-UNP-mccafferty-landing","McCafferty Landing",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,mccafferty-landing,54.84028,-99.72917,CGN,,"",22,"no grounded population"
"MB-UNP-mcveigh","McVeigh",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,mcveigh,56.70528,-101.23083,CGN,,"",22,"no grounded population"
"MB-UNP-medard","Medard",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,medard,54.96472,-98.53333,CGN,,"",22,"no grounded population"
"MB-UNP-millwater","Millwater",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,millwater,54.59250,-101.61444,CGN,,"",22,"no grounded population"
"MB-UNP-mistuhekasookun","Mistuhekasookun",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,mistuhekasookun,56.66667,-96.08333,CGN,,"",22,"no grounded population"
"MB-UNP-moak-lake","Moak Lake",COMMUNITY,"Community",22,Northern Manitoba,moak-lake,55.92250,-97.59472,CGN,,"",22,"no grounded population"
"MB-UNP-munk","Munk",COMMUNITY,"Community",22,Northern Manitoba,munk,55.97889,-95.99278,CGN,,"",22,"no grounded population"
"MB-UNP-nelson-house","Nelson House",COMMUNITY,"Northern Community",22,Northern Manitoba,nelson-house,55.78333,-98.88833,CGN,,"",22,"no grounded population"
"MB-UNP-nonsuch","Nonsuch",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,nonsuch,56.12639,-95.37722,CGN,,"",22,"no grounded population"
"MB-UNP-north-knife-lake","North Knife Lake",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,north-knife-lake,58.22417,-97.08056,CGN,,"",22,"no grounded population"
"MB-UNP-north-river","North River",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,north-river,58.88250,-94.68667,CGN,,"",22,"no grounded population"
"MB-UNP-notigi","Notigi",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,notigi,55.86861,-99.32306,CGN,,"",22,"no grounded population"
"MB-UNP-nunalla","Nunalla",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,nunalla,59.92389,-94.82778,CGN,,"",22,"no grounded population"
"MB-UNP-o-day","O'Day",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,o-day,57.57750,-94.20389,CGN,,"",22,"no grounded population"
"MB-UNP-odhill","Odhill",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,odhill,55.10750,-98.22500,CGN,,"",22,"no grounded population"
"MB-UNP-omineeseenowenik","Omineeseenowenik",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,omineeseenowenik,54.14972,-93.50028,CGN,,"",22,"no grounded population"
"MB-UNP-optic-lake","Optic Lake",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,optic-lake,54.75806,-101.24056,CGN,,"",22,"no grounded population"
"MB-UNP-osborne-lake","Osborne Lake",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,osborne-lake,54.96083,-99.73083,CGN,,"",22,"no grounded population"
"MB-UNP-paint-lake","Paint Lake",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,paint-lake,55.50778,-98.00194,CGN,,"",22,"no grounded population"
"MB-UNP-pakitahokansik","Pakitahokansik",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,pakitahokansik,54.80778,-95.46444,CGN,,"",22,"no grounded population"
"MB-UNP-parlee","Parlee",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,parlee,55.67306,-97.68361,CGN,,"",22,"no grounded population"
"MB-UNP-paterson","Paterson",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,paterson,54.42639,-99.99528,CGN,,"",22,"no grounded population"
"MB-UNP-pawistik","Pawistik",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,pawistik,55.70667,-101.22139,CGN,,"",22,"no grounded population"
"MB-UNP-payuk-lake","Payuk Lake",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,payuk-lake,54.65056,-101.49500,CGN,,"",22,"no grounded population"
"MB-UNP-pikwitonei","Pikwitonei",COMMUNITY,"Northern Community",22,Northern Manitoba,pikwitonei,55.58778,-97.15556,CGN,,"",22,"no grounded population"
"MB-UNP-piponshewanik","Piponshewanik",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,piponshewanik,54.10194,-93.47528,CGN,,"",22,"no grounded population"
"MB-UNP-pipun","Pipun",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,pipun,54.83861,-98.75361,CGN,,"",22,"no grounded population"
"MB-UNP-pit-siding","Pit Siding",COMMUNITY,"Community",22,Northern Manitoba,pit-siding,55.90944,-96.31750,CGN,,"",22,"no grounded population"
"MB-UNP-ponton","Ponton",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,ponton,54.64333,-99.15889,CGN,,"",22,"no grounded population"
"MB-UNP-port-nelson","Port Nelson",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,port-nelson,57.05472,-92.59833,CGN,,"",22,"no grounded population"
"MB-UNP-prayer-river","Prayer River",COMMUNITY,"Community",23,Northern Manitoba,prayer-river,55.91111,-100.42917,CGN,,"",22,"no grounded population"
"MB-UNP-pukatawagan","Pukatawagan",COMMUNITY,"Community",23,Northern Manitoba,pukatawagan,55.74222,-101.31583,CGN,,"",22,"no grounded population"
"MB-UNP-rafter","Rafter",COMMUNITY,"Unincorporated Community",23,Northern Manitoba,rafter,55.62028,-101.14500,CGN,,"",22,"no grounded population"
"MB-UNP-red-sucker-lake","Red Sucker Lake",COMMUNITY,"Northern Community",22,Northern Manitoba,red-sucker-lake,54.16000,-93.56722,CGN,,"",22,"no grounded population"
"MB-UNP-roblaytin","Roblaytin",COMMUNITY,"Unincorporated Community",21,Northern Manitoba,roblaytin,54.74611,-100.95639,CGN,,"",22,"no grounded population"
"MB-UNP-ruddock","Ruddock",COMMUNITY,"Community",23,Northern Manitoba,ruddock,55.26667,-100.94083,CGN,,"",22,"no grounded population"
"MB-UNP-ruttan-mine","Ruttan Mine",COMMUNITY,"Community",23,Northern Manitoba,ruttan-mine,56.48028,-99.64889,CGN,,"",22,"no grounded population"
"MB-UNP-sakitaw","Sakitaw",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,sakitaw,55.65417,-97.20944,CGN,,"",22,"no grounded population"
"MB-UNP-sapochi","Sapochi",COMMUNITY,"Unincorporated Community",22,Northern Manitoba,sapochi,55.84972,-98.17556,CGN,,"",22,"no grounded population"
